,date,se,browser,hits,hits_fixed,hits_week_trend,hits_week_seasonal,hits_year_trend,hits_year_seasonal
5808,2014-06-28,search,msie,7472983.0,11835952.0,,,,
5809,2014-06-28,yandex,msie,5031710.0,8033883.0,,,,
5810,2014-06-29,search,msie,7792447.0,7600655.0,,,,
5811,2014-06-29,yandex,msie,5242314.0,5109400.0,,,,
5812,2014-06-30,search,msie,12704115.0,7986617.0,,,,
5813,2014-06-30,yandex,msie,8717225.0,5375664.0,,,,
5814,2014-07-01,search,msie,12369764.0,13307209.0,,,,
5815,2014-07-01,yandex,msie,8401329.0,9111394.0,,,,
5816,2014-07-02,search,msie,12278855.0,13190288.0,,,,
5817,2014-07-02,yandex,msie,8308457.0,9015663.0,,,,
5818,2014-07-03,search,msie,12049970.0,12906940.0,,,,
5819,2014-07-03,yandex,msie,8164119.0,8788587.0,,,,
5820,2014-07-04,search,msie,11400598.0,12667878.0,,,,
5821,2014-07-04,yandex,msie,7700142.0,8573401.0,,,,
5822,2014-07-05,search,msie,7001202.0,11868956.0,,,,
5823,2014-07-05,yandex,msie,4637128.0,8086619.0,,,,
5824,2014-07-06,search,msie,7404048.0,7472983.0,,,,
5825,2014-07-06,yandex,msie,4938718.0,5031710.0,,,,
5826,2014-07-07,search,msie,12819762.0,7792447.0,,,,
5827,2014-07-07,yandex,msie,8791796.0,5242314.0,,,,
5828,2014-07-08,search,msie,12617612.0,12704115.0,,,,
5829,2014-07-08,yandex,msie,8601822.0,8717225.0,,,,
5830,2014-07-09,search,msie,12425408.0,12369764.0,,,,
5831,2014-07-09,yandex,msie,8390417.0,8401329.0,,,,
5832,2014-07-10,search,msie,12460470.0,12278855.0,,,,
5833,2014-07-10,yandex,msie,8435704.0,8308457.0,,,,
5834,2014-07-11,search,msie,11525624.0,12049970.0,,,,
5835,2014-07-11,yandex,msie,7773772.0,8164119.0,,,,
5836,2014-07-12,search,msie,7183118.0,11400598.0,,,,
5837,2014-07-12,yandex,msie,4731753.0,7700142.0,,,,
5838,2014-07-13,search,msie,7648547.0,7001202.0,,,,
5839,2014-07-13,yandex,msie,5094083.0,4637128.0,,,,
5840,2014-07-14,search,msie,12878885.0,7404048.0,,,,
5841,2014-07-14,yandex,msie,8790088.0,4938718.0,,,,
5842,2014-07-15,search,msie,12722893.0,12819762.0,,,,
5843,2014-07-15,yandex,msie,8763061.0,8791796.0,,,,
5844,2014-07-16,search,msie,12402818.0,12617612.0,,,,
5845,2014-07-16,yandex,msie,8463873.0,8601822.0,,,,
5846,2014-07-17,search,msie,12327497.0,12425408.0,,,,
5847,2014-07-17,yandex,msie,8447754.0,8390417.0,,,,
5848,2014-07-18,search,msie,11777476.0,12460470.0,,,,
5849,2014-07-18,yandex,msie,8048295.0,8435704.0,,,,
5850,2014-07-19,search,msie,7053700.0,11525624.0,,,,
5851,2014-07-19,yandex,msie,4660108.0,7773772.0,,,,
5852,2014-07-20,search,msie,7458500.0,7183118.0,,,,
5853,2014-07-20,yandex,msie,4979402.0,4731753.0,,,,
5854,2014-07-21,search,msie,13047865.0,7648547.0,,,,
5855,2014-07-21,yandex,msie,8965982.0,5094083.0,,,,
5856,2014-07-22,search,msie,12755911.0,12878885.0,,,,
5857,2014-07-22,yandex,msie,8663161.0,8790088.0,,,,
5858,2014-07-23,search,msie,12402690.0,12722893.0,,,,
5859,2014-07-23,yandex,msie,8452613.0,8763061.0,,,,
5860,2014-07-24,search,msie,12202618.0,12402818.0,,,,
5861,2014-07-24,yandex,msie,8330718.0,8463873.0,,,,
5862,2014-07-25,search,msie,11260509.0,12327497.0,,,,
5863,2014-07-25,yandex,msie,7689817.0,8447754.0,,,,
5864,2014-07-26,search,msie,6781761.0,11777476.0,,,,
5865,2014-07-26,yandex,msie,4518760.0,8048295.0,,,,
5866,2014-07-27,search,msie,7434151.0,7053700.0,,,,
5867,2014-07-27,yandex,msie,5002277.0,4660108.0,,,,
5868,2014-07-28,search,msie,12440581.0,7458500.0,,,,
5869,2014-07-28,yandex,msie,8552982.0,4979402.0,,,,
5870,2014-07-29,search,msie,12429773.0,13047865.0,,,,
5871,2014-07-29,yandex,msie,8491768.0,8965982.0,,,,
5872,2014-07-30,search,msie,12186961.0,12755911.0,,,,
5873,2014-07-30,yandex,msie,8292652.0,8663161.0,,,,
5874,2014-07-31,search,msie,11221745.0,12402690.0,,,,
5875,2014-07-31,yandex,msie,7676536.0,8452613.0,,,,
5876,2014-08-01,search,msie,10218245.0,12202618.0,,,,
5877,2014-08-01,yandex,msie,6955118.0,8330718.0,,,,
5878,2014-08-02,search,msie,6404784.0,11260509.0,,,,
5879,2014-08-02,yandex,msie,4258918.0,7689817.0,,,,
5880,2014-08-03,search,msie,6833121.0,6781761.0,,,,
5881,2014-08-03,yandex,msie,4606852.0,4518760.0,,,,
5882,2014-08-04,search,msie,11574974.0,7434151.0,,,,
5883,2014-08-04,yandex,msie,7918547.0,5002277.0,,,,
5884,2014-08-05,search,msie,11563364.0,12440581.0,,,,
5885,2014-08-05,yandex,msie,7941633.0,8552982.0,,,,
5886,2014-08-06,search,msie,11346043.0,12429773.0,,,,
5887,2014-08-06,yandex,msie,7771547.0,8491768.0,,,,
5888,2014-08-07,search,msie,11444607.0,12186961.0,,,,
5889,2014-08-07,yandex,msie,7943594.0,8292652.0,,,,
5890,2014-08-08,search,msie,10403289.0,11221745.0,,,,
5891,2014-08-08,yandex,msie,7053984.0,7676536.0,,,,
5892,2014-08-09,search,msie,6406806.0,10218245.0,,,,
5893,2014-08-09,yandex,msie,4266597.0,6955118.0,,,,
5894,2014-08-10,search,msie,6711502.0,6404784.0,,,,
5895,2014-08-10,yandex,msie,4502454.0,4258918.0,,,,
5896,2014-08-11,search,msie,11798271.0,6833121.0,,,,
5897,2014-08-11,yandex,msie,8116434.0,4606852.0,,,,
5898,2014-08-12,search,msie,11541679.0,11574974.0,,,,
5899,2014-08-12,yandex,msie,7932473.0,7918547.0,,,,
5900,2014-08-13,search,msie,11678397.0,11563364.0,,,,
5901,2014-08-13,yandex,msie,7986698.0,7941633.0,,,,
5902,2014-08-14,search,msie,11266144.0,11346043.0,,,,
5903,2014-08-14,yandex,msie,7683378.0,7771547.0,,,,
5904,2014-08-15,search,msie,10404338.0,11444607.0,,,,
5905,2014-08-15,yandex,msie,7077198.0,7943594.0,,,,
5906,2014-08-16,search,msie,6394189.0,10403289.0,,,,
5907,2014-08-16,yandex,msie,4235771.0,7053984.0,,,,
5908,2014-08-17,search,msie,6828844.0,6406806.0,,,,
5909,2014-08-17,yandex,msie,4592884.0,4266597.0,,,,
5910,2014-08-18,search,msie,11740131.0,6711502.0,,,,
5911,2014-08-18,yandex,msie,8126108.0,4502454.0,,,,
5912,2014-08-19,search,msie,11476928.0,11798271.0,,,,
5913,2014-08-19,yandex,msie,7796932.0,8116434.0,,,,
5914,2014-08-20,search,msie,11427790.0,11541679.0,,,,
5915,2014-08-20,yandex,msie,7895302.0,7932473.0,,,,
5916,2014-08-21,search,msie,0.0,11678397.0,,,,
5917,2014-08-21,yandex,msie,0.0,7986698.0,,,,
5918,2014-08-22,search,msie,10459633.0,11266144.0,,,,
5919,2014-08-22,yandex,msie,7210301.0,7683378.0,,,,
5920,2014-08-23,search,msie,6363221.0,10404338.0,,,,
5921,2014-08-23,yandex,msie,4280269.0,7077198.0,,,,
5922,2014-08-24,search,msie,6769835.0,6394189.0,,,,
5923,2014-08-24,yandex,msie,4597214.0,4235771.0,,,,
5924,2014-08-25,search,msie,9775777.0,6828844.0,,,,
5925,2014-08-25,yandex,msie,6746300.0,4592884.0,,,,
5926,2014-08-26,search,msie,10777371.0,11740131.0,,,,
5927,2014-08-26,yandex,msie,7383692.0,8126108.0,,,,
5928,2014-08-27,search,msie,11580712.0,11476928.0,,,,
5929,2014-08-27,yandex,msie,7953245.0,7796932.0,,,,
5930,2014-08-28,search,msie,11445792.0,11427790.0,,,,
5931,2014-08-28,yandex,msie,7795090.0,7895302.0,,,,
5932,2014-08-29,search,msie,10504227.0,9130461.0,,,,
5933,2014-08-29,yandex,msie,7227126.0,6197265.5,,,,
5934,2014-08-30,search,msie,6815130.0,10459633.0,,,,
5935,2014-08-30,yandex,msie,4599441.0,7210301.0,,,,
5936,2014-08-31,search,msie,7141075.0,6363221.0,,,,
5937,2014-08-31,yandex,msie,4816341.0,4280269.0,,,,
5938,2014-09-01,search,msie,11181724.0,6769835.0,,,,
5939,2014-09-01,yandex,msie,7734306.0,4597214.0,,,,
5940,2014-09-02,search,msie,11812464.0,9775777.0,,,,
5941,2014-09-02,yandex,msie,8200163.0,6746300.0,,,,
5942,2014-09-03,search,msie,12014248.0,10777371.0,,,,
5943,2014-09-03,yandex,msie,8312663.0,7383692.0,,,,
5944,2014-09-04,search,msie,11815279.0,11580712.0,,,,
5945,2014-09-04,yandex,msie,8148104.0,7953245.0,,,,
5946,2014-09-05,search,msie,10765967.0,11445792.0,,,,
5947,2014-09-05,yandex,msie,7371612.0,7795090.0,,,,
5948,2014-09-06,search,msie,6687289.0,10504227.0,,,,
5949,2014-09-06,yandex,msie,4490764.0,7227126.0,,,,
5950,2014-09-07,search,msie,7405010.0,6815130.0,,,,
5951,2014-09-07,yandex,msie,5055936.0,4599441.0,,,,
5952,2014-09-08,search,msie,12421283.0,7141075.0,,,,
5953,2014-09-08,yandex,msie,8627605.0,4816341.0,,,,
5954,2014-09-09,search,msie,12362667.0,11181724.0,,,,
5955,2014-09-09,yandex,msie,8505790.0,7734306.0,,,,
5956,2014-09-10,search,msie,12146636.0,11812464.0,,,,
5957,2014-09-10,yandex,msie,8346065.0,8200163.0,,,,
5958,2014-09-11,search,msie,11899659.0,12014248.0,,,,
5959,2014-09-11,yandex,msie,8187934.0,8312663.0,,,,
5960,2014-09-12,search,msie,10786470.0,11815279.0,,,,
5961,2014-09-12,yandex,msie,7306205.0,8148104.0,,,,
5962,2014-09-13,search,msie,6869601.0,10765967.0,,,,
5963,2014-09-13,yandex,msie,4574525.0,7371612.0,,,,
5964,2014-09-14,search,msie,7691397.0,6687289.0,,,,
5965,2014-09-14,yandex,msie,5206280.0,4490764.0,,,,
5966,2014-09-15,search,msie,12585184.0,7405010.0,,,,
5967,2014-09-15,yandex,msie,8655332.0,5055936.0,,,,
5968,2014-09-16,search,msie,12188722.0,12421283.0,,,,
5969,2014-09-16,yandex,msie,8330632.0,8627605.0,,,,
5970,2014-09-17,search,msie,12074803.0,12362667.0,,,,
5971,2014-09-17,yandex,msie,8253030.0,8505790.0,,,,
5972,2014-09-18,search,msie,12125553.0,12146636.0,,,,
5973,2014-09-18,yandex,msie,8351374.0,8346065.0,,,,
5974,2014-09-19,search,msie,11092280.0,11899659.0,,,,
5975,2014-09-19,yandex,msie,7609097.0,8187934.0,,,,
5976,2014-09-20,search,msie,7017994.0,10786470.0,,,,
5977,2014-09-20,yandex,msie,4732145.0,7306205.0,,,,
5978,2014-09-21,search,msie,7920624.0,6869601.0,,,,
5979,2014-09-21,yandex,msie,5418847.0,4574525.0,,,,
5980,2014-09-22,search,msie,12714155.0,7691397.0,,,,
5981,2014-09-22,yandex,msie,8838339.0,5206280.0,,,,
5982,2014-09-23,search,msie,12293099.0,12585184.0,,,,
5983,2014-09-23,yandex,msie,8484563.0,8655332.0,,,,
5984,2014-09-24,search,msie,12267111.0,12188722.0,,,,
5985,2014-09-24,yandex,msie,8461881.0,8330632.0,,,,
5986,2014-09-25,search,msie,11994521.0,12074803.0,,,,
5987,2014-09-25,yandex,msie,8307669.0,8253030.0,,,,
5988,2014-09-26,search,msie,11128829.0,12125553.0,,,,
5989,2014-09-26,yandex,msie,7680939.0,8351374.0,,,,
5990,2014-09-27,search,msie,7281323.0,11092280.0,,,,
5991,2014-09-27,yandex,msie,4953282.0,7609097.0,,,,
5992,2014-09-28,search,msie,7901468.0,7017994.0,,,,
5993,2014-09-28,yandex,msie,5431607.0,4732145.0,,,,
5994,2014-09-29,search,msie,12608936.0,7920624.0,,,,
5995,2014-09-29,yandex,msie,8761951.0,5418847.0,,,,
5996,2014-09-30,search,msie,12428078.0,12714155.0,,,,
5997,2014-09-30,yandex,msie,8599385.0,8838339.0,,,,
5998,2014-10-01,search,msie,12438409.0,12293099.0,,,,
5999,2014-10-01,yandex,msie,8662714.0,8484563.0,,,,
6000,2014-10-02,search,msie,12285031.0,12267111.0,,,,
6001,2014-10-02,yandex,msie,8555083.0,8461881.0,,,,
6002,2014-10-03,search,msie,11439315.0,11994521.0,,,,
6003,2014-10-03,yandex,msie,7915218.0,8307669.0,,,,
6004,2014-10-04,search,msie,7628352.0,11128829.0,,,,
6005,2014-10-04,yandex,msie,5218113.0,7680939.0,,,,
6006,2014-10-05,search,msie,8453825.0,7281323.0,,,,
6007,2014-10-05,yandex,msie,5841555.0,4953282.0,,,,
6008,2014-10-06,search,msie,12957212.0,7901468.0,,,,
6009,2014-10-06,yandex,msie,9004261.0,5431607.0,,,,
6010,2014-10-07,search,msie,13030382.0,12608936.0,,,,
6011,2014-10-07,yandex,msie,9130540.0,8761951.0,,,,
6012,2014-10-08,search,msie,12836729.0,12428078.0,,,,
6013,2014-10-08,yandex,msie,8873032.0,8599385.0,,,,
6014,2014-10-09,search,msie,12534952.0,12438409.0,,,,
6015,2014-10-09,yandex,msie,8707404.0,8662714.0,,,,
6016,2014-10-10,search,msie,11898765.0,12285031.0,,,,
6017,2014-10-10,yandex,msie,8177101.0,8555083.0,,,,
6018,2014-10-11,search,msie,7507093.0,11439315.0,,,,
6019,2014-10-11,yandex,msie,5125082.0,7915218.0,,,,
6020,2014-10-12,search,msie,8299863.0,7628352.0,,,,
6021,2014-10-12,yandex,msie,5753450.0,5218113.0,,,,
6022,2014-10-13,search,msie,12966100.0,8453825.0,,,,
6023,2014-10-13,yandex,msie,9077951.0,5841555.0,,,,
6024,2014-10-14,search,msie,12396210.0,12957212.0,,,,
6025,2014-10-14,yandex,msie,8617332.0,9004261.0,,,,
6026,2014-10-15,search,msie,12266171.0,13030382.0,,,,
6027,2014-10-15,yandex,msie,8506776.0,9130540.0,,,,
6028,2014-10-16,search,msie,12782746.0,12836729.0,,,,
6029,2014-10-16,yandex,msie,8882337.0,8873032.0,,,,
6030,2014-10-17,search,msie,12246035.0,12534952.0,,,,
6031,2014-10-17,yandex,msie,8526316.0,8707404.0,,,,
6032,2014-10-18,search,msie,8053628.0,11898765.0,,,,
6033,2014-10-18,yandex,msie,5510211.0,8177101.0,,,,
6034,2014-10-19,search,msie,8752779.0,7507093.0,,,,
6035,2014-10-19,yandex,msie,6078612.0,5125082.0,,,,
6036,2014-10-20,search,msie,13395732.0,8299863.0,,,,
6037,2014-10-20,yandex,msie,9342558.0,5753450.0,,,,
6038,2014-10-21,search,msie,13303781.0,12966100.0,,,,
6039,2014-10-21,yandex,msie,9273243.0,9077951.0,,,,
6040,2014-10-22,search,msie,13126421.0,12396210.0,,,,
6041,2014-10-22,yandex,msie,9162190.0,8617332.0,,,,
6042,2014-10-23,search,msie,12813011.0,12266171.0,,,,
6043,2014-10-23,yandex,msie,8870599.0,8506776.0,,,,
6044,2014-10-24,search,msie,12088215.0,12782746.0,,,,
6045,2014-10-24,yandex,msie,8400649.0,8882337.0,,,,
6046,2014-10-25,search,msie,8208210.0,12246035.0,,,,
6047,2014-10-25,yandex,msie,5591699.0,8526316.0,,,,
6048,2014-10-26,search,msie,8749133.0,8053628.0,,,,
6049,2014-10-26,yandex,msie,6018577.0,5510211.0,,,,
6050,2014-10-27,search,msie,13265961.0,8752779.0,,,,
6051,2014-10-27,yandex,msie,9184270.0,6078612.0,,,,
6052,2014-10-28,search,msie,13081188.0,13395732.0,,,,
6053,2014-10-28,yandex,msie,9053398.0,9342558.0,,,,
6054,2014-10-29,search,msie,13085471.0,13303781.0,,,,
6055,2014-10-29,yandex,msie,9114990.0,9273243.0,,,,
6056,2014-10-30,search,msie,12840016.0,13126421.0,,,,
6057,2014-10-30,yandex,msie,8956903.0,9162190.0,,,,
6058,2014-10-31,search,msie,11888270.0,12813011.0,,,,
6059,2014-10-31,yandex,msie,8252353.0,8870599.0,,,,
6060,2014-11-01,search,msie,7888209.0,12088215.0,,,,
6061,2014-11-01,yandex,msie,5358791.0,8400649.0,,,,
6062,2014-11-02,search,msie,8136052.0,8208210.0,,,,
6063,2014-11-02,yandex,msie,5527460.0,5591699.0,,,,
6064,2014-11-03,search,msie,8956566.0,8749133.0,,,,
6065,2014-11-03,yandex,msie,5950012.0,6018577.0,,,,
6066,2014-11-04,search,msie,9335583.0,13265961.0,,,,
6067,2014-11-04,yandex,msie,6257944.0,9184270.0,,,,
6068,2014-11-05,search,msie,13419186.0,13081188.0,,,,
6069,2014-11-05,yandex,msie,9486423.0,9053398.0,,,,
6070,2014-11-06,search,msie,13182799.0,13085471.0,,,,
6071,2014-11-06,yandex,msie,9258643.0,9114990.0,,,,
6072,2014-11-07,search,msie,12559980.0,12840016.0,,,,
6073,2014-11-07,yandex,msie,8754998.0,8956903.0,,,,
6074,2014-11-08,search,msie,8631790.0,11888270.0,,,,
6075,2014-11-08,yandex,msie,5953671.0,8252353.0,,,,
6076,2014-11-09,search,msie,9243681.0,7888209.0,,,,
6077,2014-11-09,yandex,msie,6404907.0,5358791.0,,,,
6078,2014-11-10,search,msie,13602759.0,8136052.0,,,,
6079,2014-11-10,yandex,msie,9474599.0,5527460.0,,,,
6080,2014-11-11,search,msie,13323895.0,8956566.0,,,,
6081,2014-11-11,yandex,msie,9237548.0,5950012.0,,,,
6082,2014-11-12,search,msie,13067387.0,9335583.0,,,,
6083,2014-11-12,yandex,msie,9119340.0,6257944.0,,,,
6084,2014-11-13,search,msie,13054816.0,13419186.0,,,,
6085,2014-11-13,yandex,msie,9119536.0,9486423.0,,,,
6086,2014-11-14,search,msie,12264797.0,13182799.0,,,,
6087,2014-11-14,yandex,msie,8488393.0,9258643.0,,,,
6088,2014-11-15,search,msie,8393334.0,12559980.0,,,,
6089,2014-11-15,yandex,msie,5783873.0,8754998.0,,,,
6090,2014-11-16,search,msie,9168221.0,8631790.0,,,,
6091,2014-11-16,yandex,msie,6364910.0,5953671.0,,,,
6092,2014-11-17,search,msie,13595341.0,9243681.0,,,,
6093,2014-11-17,yandex,msie,9494315.0,6404907.0,,,,
6094,2014-11-18,search,msie,13305909.0,13602759.0,,,,
6095,2014-11-18,yandex,msie,9308192.0,9474599.0,,,,
6096,2014-11-19,search,msie,13084599.0,13323895.0,,,,
6097,2014-11-19,yandex,msie,9108100.0,9237548.0,,,,
6098,2014-11-20,search,msie,13133700.0,13067387.0,,,,
6099,2014-11-20,yandex,msie,9231736.0,9119340.0,,,,
6100,2014-11-21,search,msie,12388248.0,13054816.0,,,,
6101,2014-11-21,yandex,msie,8624189.0,9119536.0,,,,
6102,2014-11-22,search,msie,8394906.0,12264797.0,,,,
6103,2014-11-22,yandex,msie,5758525.0,8488393.0,,,,
6104,2014-11-23,search,msie,9061984.0,8393334.0,,,,
6105,2014-11-23,yandex,msie,6254636.0,5783873.0,,,,
6106,2014-11-24,search,msie,13645016.0,9168221.0,,,,
6107,2014-11-24,yandex,msie,9535459.0,6364910.0,,,,
6108,2014-11-25,search,msie,13275376.0,13595341.0,,,,
6109,2014-11-25,yandex,msie,9225128.0,9494315.0,,,,
6110,2014-11-26,search,msie,13217011.0,13305909.0,,,,
6111,2014-11-26,yandex,msie,9237914.0,9308192.0,,,,
6112,2014-11-27,search,msie,13105906.0,13084599.0,,,,
6113,2014-11-27,yandex,msie,9217023.0,9108100.0,,,,
6114,2014-11-28,search,msie,12381160.0,13133700.0,,,,
6115,2014-11-28,yandex,msie,8690118.0,9231736.0,,,,
6116,2014-11-29,search,msie,8466760.0,12388248.0,,,,
6117,2014-11-29,yandex,msie,5869597.0,8624189.0,,,,
6118,2014-11-30,search,msie,9166859.0,8394906.0,,,,
6119,2014-11-30,yandex,msie,6387085.0,5758525.0,,,,
6120,2014-12-01,search,msie,13385123.0,9061984.0,,,,
6121,2014-12-01,yandex,msie,9444967.0,6254636.0,,,,
6122,2014-12-02,search,msie,13525561.0,13645016.0,,,,
6123,2014-12-02,yandex,msie,9598687.0,9535459.0,,,,
6124,2014-12-03,search,msie,13500399.0,13275376.0,,,,
6125,2014-12-03,yandex,msie,9518340.0,9225128.0,,,,
6126,2014-12-04,search,msie,13304862.0,13217011.0,,,,
6127,2014-12-04,yandex,msie,9362274.0,9237914.0,,,,
6128,2014-12-05,search,msie,12312388.0,13105906.0,,,,
6129,2014-12-05,yandex,msie,8598520.0,9217023.0,,,,
6130,2014-12-06,search,msie,8442680.0,12381160.0,,,,
6131,2014-12-06,yandex,msie,5809108.0,8690118.0,,,,
6132,2014-12-07,search,msie,9100674.0,8466760.0,,,,
6133,2014-12-07,yandex,msie,6318076.0,5869597.0,,,,
6134,2014-12-08,search,msie,13492675.0,9166859.0,,,,
6135,2014-12-08,yandex,msie,9447396.0,6387085.0,,,,
6136,2014-12-09,search,msie,0.0,13385123.0,,,,
6137,2014-12-09,yandex,msie,0.0,9444967.0,,,,
6138,2014-12-10,search,msie,0.0,13525561.0,,,,
6139,2014-12-10,yandex,msie,0.0,9598687.0,,,,
6140,2014-12-11,search,msie,0.0,13500399.0,,,,
6141,2014-12-11,yandex,msie,0.0,9518340.0,,,,
6142,2014-12-12,search,msie,0.0,13304862.0,,,,
6143,2014-12-12,yandex,msie,0.0,9362274.0,,,,
6144,2014-12-13,search,msie,0.0,12312388.0,,,,
6145,2014-12-13,yandex,msie,0.0,8598520.0,,,,
6146,2014-12-14,search,msie,0.0,8442680.0,,,,
6147,2014-12-14,yandex,msie,0.0,5809108.0,,,,
6148,2014-12-15,search,msie,0.0,9100674.0,,,,
6149,2014-12-15,yandex,msie,0.0,6318076.0,,,,
6150,2014-12-16,search,msie,0.0,13492675.0,,,,
6151,2014-12-16,yandex,msie,0.0,9447396.0,,,,
6152,2014-12-17,search,msie,0.0,13396634.0,,,,
6153,2014-12-17,yandex,msie,0.0,9397482.0,,,,
6154,2014-12-18,search,msie,0.0,13220013.0,,,,
6155,2014-12-18,yandex,msie,0.0,9273766.0,,,,
6156,2014-12-19,search,msie,0.0,12761309.0,,,,
6157,2014-12-19,yandex,msie,0.0,8945331.0,,,,
6158,2014-12-20,search,msie,0.0,10450436.0,,,,
6159,2014-12-20,yandex,msie,0.0,7378544.0,,,,
6160,2014-12-21,search,msie,0.0,10785255.0,,,,
6161,2014-12-21,yandex,msie,0.0,7609720.0,,,,
6162,2014-12-22,search,msie,0.0,13489388.0,,,,
6163,2014-12-22,yandex,msie,0.0,9449110.0,,,,
6164,2014-12-23,search,msie,0.0,13203100.0,,,,
6165,2014-12-23,yandex,msie,0.0,9266873.0,,,,
6166,2014-12-24,search,msie,0.0,13078313.0,,,,
6167,2014-12-24,yandex,msie,0.0,9209002.0,,,,
6168,2014-12-25,search,msie,0.0,13015356.0,,,,
6169,2014-12-25,yandex,msie,0.0,9165712.0,,,,
6170,2014-12-26,search,msie,0.0,12548373.0,,,,
6171,2014-12-26,yandex,msie,0.0,8816221.0,,,,
6172,2014-12-27,search,msie,0.0,10374008.0,,,,
6173,2014-12-27,yandex,msie,0.0,7346922.0,,,,
6174,2015-01-01,search,msie,0.0,10668219.0,,,,
6175,2015-01-01,yandex,msie,0.0,7555274.0,,,,
6176,2015-01-02,search,msie,0.0,13243302.0,,,,
6177,2015-01-02,yandex,msie,0.0,9318318.0,,,,
6178,2015-01-03,search,msie,0.0,13055469.0,,,,
6179,2015-01-03,yandex,msie,0.0,9191883.0,,,,
6180,2015-01-04,search,msie,0.0,12807002.0,,,,
6181,2015-01-04,yandex,msie,0.0,9014914.0,,,,
6182,2015-01-05,search,msie,0.0,12566211.0,,,,
6183,2015-01-05,yandex,msie,0.0,8888638.0,,,,
6184,2015-01-06,search,msie,0.0,12003989.0,,,,
6185,2015-01-06,yandex,msie,0.0,8496769.0,,,,
6186,2015-01-07,search,msie,0.0,10138857.0,,,,
6187,2015-01-07,yandex,msie,0.0,7201137.0,,,,
6188,2015-01-08,search,msie,0.0,10223372.0,,,,
6189,2015-01-08,yandex,msie,0.0,7258317.0,,,,
6190,2015-01-09,search,msie,0.0,12537195.0,,,,
6191,2015-01-09,yandex,msie,0.0,8798378.0,,,,
6192,2015-01-10,search,msie,0.0,12251578.0,,,,
6193,2015-01-10,yandex,msie,0.0,8602886.0,,,,
6194,2015-01-11,search,msie,0.0,11670149.0,,,,
6195,2015-01-11,yandex,msie,0.0,8166894.0,,,,
6196,2015-01-12,search,msie,0.0,9960015.0,,,,
6197,2015-01-12,yandex,msie,0.0,6996436.0,,,,
6198,2015-01-13,search,msie,0.0,9342859.0,,,,
6199,2015-01-13,yandex,msie,0.0,6637445.0,,,,
6200,2015-01-14,search,msie,0.0,9949827.0,,,,
6201,2015-01-14,yandex,msie,0.0,7036837.0,,,,
6202,2015-01-15,search,msie,0.0,10152995.0,,,,
6203,2015-01-15,yandex,msie,0.0,7182443.0,,,,
6204,2015-01-16,search,msie,0.0,10519338.0,,,,
6205,2015-01-16,yandex,msie,0.0,7362941.0,,,,
6206,2015-01-17,search,msie,0.0,10595855.0,,,,
6207,2015-01-17,yandex,msie,0.0,7398730.0,,,,
6208,2015-01-18,search,msie,0.0,10425609.0,,,,
6209,2015-01-18,yandex,msie,0.0,7291365.0,,,,
6210,2015-01-19,search,msie,0.0,10229898.0,,,,
6211,2015-01-19,yandex,msie,0.0,7222393.0,,,,
6212,2015-01-20,search,msie,0.0,10563790.0,,,,
6213,2015-01-20,yandex,msie,0.0,7430684.0,,,,
6214,2015-01-21,search,msie,0.0,10477011.0,,,,
6215,2015-01-21,yandex,msie,0.0,7407841.0,,,,
6216,2015-01-22,search,msie,0.0,10625197.0,,,,
6217,2015-01-22,yandex,msie,0.0,7503014.0,,,,
6218,2015-01-23,search,msie,0.0,13131965.0,,,,
6219,2015-01-23,yandex,msie,0.0,9215266.0,,,,
6220,2015-01-24,search,msie,0.0,13124238.0,,,,
6221,2015-01-24,yandex,msie,0.0,9210851.0,,,,
6222,2015-01-25,search,msie,0.0,12973476.0,,,,
6223,2015-01-25,yandex,msie,0.0,9111390.0,,,,
6224,2015-01-26,search,msie,0.0,13058347.0,,,,
6225,2015-01-26,yandex,msie,0.0,9176796.0,,,,
6226,2015-01-27,search,msie,0.0,12733225.0,,,,
6227,2015-01-27,yandex,msie,0.0,8947853.0,,,,
6228,2015-01-28,search,msie,0.0,10487015.0,,,,
6229,2015-01-28,yandex,msie,0.0,7410693.0,,,,
6230,2015-01-29,search,msie,0.0,10783639.0,,,,
6231,2015-01-29,yandex,msie,0.0,7621347.0,,,,
6232,2015-01-30,search,msie,12205985.0,13504859.0,,,,
6233,2015-01-30,yandex,msie,8655949.0,9503758.0,,,,
6234,2015-01-31,search,msie,8231824.0,13289440.0,,,,
6235,2015-01-31,yandex,msie,5691322.0,9331735.0,,,,
6236,2015-02-01,search,msie,8777617.0,13348729.0,,,,
6237,2015-02-01,yandex,msie,6129710.0,9377421.0,,,,
6238,2015-02-02,search,msie,12804430.0,13315443.0,,,,
6239,2015-02-02,yandex,msie,9022164.0,9357673.0,,,,
6240,2015-02-03,search,msie,12479017.0,12907232.0,,,,
6241,2015-02-03,yandex,msie,8730877.0,9071496.0,,,,
6242,2015-02-04,search,msie,12433056.0,10563375.0,,,,
6243,2015-02-04,yandex,msie,8712904.0,7457566.0,,,,
6244,2015-02-05,search,msie,12233282.0,10839859.0,,,,
6245,2015-02-05,yandex,msie,8555114.0,7661951.0,,,,
6246,2015-02-06,search,msie,11615846.0,13646353.0,,,,
6247,2015-02-06,yandex,msie,8095809.0,9601079.0,,,,
6248,2015-02-07,search,msie,7965911.0,13449202.0,,,,
